class_id,support,predicted,precision,recall,f1,roc_auc,average_precision
166,1000,1620,0.20987654320987653,0.34,0.25954198473282447,0.9921467467467467,0.15993583388036378
167,1000,0,0.0,0.0,0.0,0.9554302302302302,0.1162846514083957
168,1000,1720,0.03488372093023256,0.06,0.04411764705882352,0.9815839839839839,0.064865809912374
169,1000,0,0.0,0.0,0.0,0.9930400400400401,0.1633845444508837
170,1000,2060,0.1941747572815534,0.4,0.26143790849673204,0.9653173173173173,0.16131560241175022
171,1000,1360,0.4852941176470588,0.66,0.5593220338983051,0.9963381381381381,0.37022061839260856
172,1000,1340,0.417910447761194,0.56,0.47863247863247865,0.9974728728728729,0.3157947792565746
173,1000,1200,0.13333333333333333,0.16,0.14545454545454545,0.9877677677677676,0.08755060633046391
174,1000,0,0.0,0.0,0.0,0.9836682682682683,0.08893303302167346
175,1000,0,0.0,0.0,0.0,0.9631003003003004,0.037281372687786786
176,1000,0,0.0,0.0,0.0,0.9747009009009009,0.1229073920117721
177,1000,720,0.16666666666666666,0.12,0.13953488372093023,0.9755685685685684,0.2766565761717243
178,1000,0,0.0,0.0,0.0,0.9866900900900901,0.0824921559016818
179,1000,0,0.0,0.0,0.0,0.9927253253253253,0.1715321819474115
180,1000,2240,0.23214285714285715,0.52,0.32098765432098764,0.9909329329329329,0.14732673046913697
181,1000,660,0.18181818181818182,0.12,0.14457831325301204,0.9896586586586587,0.08131974591285643
182,1000,4160,0.08173076923076923,0.34,0.13178294573643412,0.9875259259259259,0.06210651682417688
183,1000,0,0.0,0.0,0.0,0.9892256256256255,0.08189696384711326
184,1000,0,0.0,0.0,0.0,0.9860906906906907,0.0527904780982479
185,1000,2700,0.2,0.54,0.2918918918918919,0.9750082082082082,0.1310958234810197
186,1000,0,0.0,0.0,0.0,0.9905077077077076,0.12210169077711411
187,1000,1020,0.47058823529411764,0.48,0.4752475247524752,0.9886210210210211,0.26202904814895306
188,1000,280,0.0,0.0,0.0,0.9892598598598599,0.13255569720789825
189,1000,1960,0.02040816326530612,0.04,0.02702702702702702,0.9750384384384384,0.10512376155651211
190,1000,1960,0.14285714285714285,0.28,0.18918918918918917,0.9860454454454454,0.1886253477534687
191,1000,1840,0.32608695652173914,0.6,0.4225352112676057,0.9910888888888889,0.22437964170096406
192,1000,0,0.0,0.0,0.0,0.973143943943944,0.07440011898956449
193,1000,0,0.0,0.0,0.0,0.9852744744744744,0.07946023991650539
194,1000,80,0.0,0.0,0.0,0.988829029029029,0.09829045345832438
195,1000,0,0.0,0.0,0.0,0.9899163163163163,0.18910004154065263
196,1000,0,0.0,0.0,0.0,0.983868068068068,0.08926695666126501
197,1000,0,0.0,0.0,0.0,0.9764752752752752,0.0988484785564966
198,1000,920,0.13043478260869565,0.12,0.12499999999999997,0.9928514514514515,0.12927851637381377
199,1000,2480,0.16129032258064516,0.4,0.22988505747126436,0.9850168168168169,0.0940035958841984
200,1000,0,0.0,0.0,0.0,0.9724236236236237,0.06389113535980624
201,1000,1040,0.07692307692307693,0.08,0.0784313725490196,0.9879847847847847,0.1540262980500633
202,1000,1800,0.0,0.0,0.0,0.9813877877877878,0.03750448321588962
203,1000,0,0.0,0.0,0.0,0.9830310310310311,0.03695587605307182
204,1000,1540,0.24675324675324675,0.38,0.2992125984251969,0.9905403403403403,0.14270769734230077
205,1000,1720,0.11627906976744186,0.2,0.14705882352941177,0.980867067067067,0.0550571829166311
206,1000,0,0.0,0.0,0.0,0.9861917917917918,0.07012152947256971
207,1000,1420,0.028169014084507043,0.04,0.03305785123966942,0.9717123123123123,0.036480153227839984
208,1000,0,0.0,0.0,0.0,0.9828966966966967,0.04757664630279518
209,1000,4060,0.054187192118226604,0.22,0.08695652173913045,0.9831243243243244,0.03990778970157197
210,1000,180,0.1111111111111111,0.02,0.03389830508474577,0.9827453453453454,0.05377531987393908
211,1000,1860,0.11827956989247312,0.22,0.15384615384615385,0.9677681681681681,0.05667866844412843
